Days on Zillow,Status,Price,Zipcode,House Size,Lot Size,Year Built,Schools Rating,Rent Estimate
5,House for sale,599000,77381,3561,7911,1998,8.8,3763
9,House for sale,325000,77389,2620,7800,1977,6.7,2161
53,House for sale,425000,77375,2410,41382,1980,6.3,2167
0,House for sale,850000,77375,4828,10856,2015,8,4325
0,House for sale,469990,77375,2646,9744,1994,6.7,2643
0,House for sale,515000,77389,3093,8394,2012,8,2900
0,House for sale,349000,77381,2022,6300,1979,7,2049
0,House for sale,492000,77389,3583,14250,1973,5,2295
0,House for sale,419500,77389,3194,14915,1973,5,2357
0,House for sale,460000,77389,3006,9371,2010,7,2799
0,House for sale,285000,77375,1484,6312,2018,7,1828
6,House for sale,365000,77381,1745,8781,1984,8.5,2107
0,House for sale,475000,77381,2324,9885,1985,7,2488
7,House for sale,499000,77389,2356,22495,1973,5,2141
11,House for sale,319000,77375,1736,5500,2009,7.7,1895
3,House for sale,625000,77389,5771,11952,1992,7,4050
1,House for sale,325000,77375,2357,5875,2004,6.7,2152
0,House for sale,898000,77375,5584,21820,2013,7.7,5457
5,House for sale,415000,77389,2345,12362,1984,6.7,2100
0,House for sale,795000,77389,3799,33976,2003,5,3698
0,House for sale,459900,77389,3329,6600,2013,5,2799
4,House for sale,449900,77389,2878,7208,2007,7,2263
10,House for sale,340000,77375,1924,5299,2014,7.7,2118
0,House for sale,465000,77389,3431,15000,1971,5,3069
10,House for sale,340000,77375,2126,5175,2011,7,2163
0,House for sale,429000,77354,1815,11632,2020,6,2169
0,House for sale,499000,77375,2775,7405,2013,7.7,2849
0,House for sale,649990,77382,3124,11515,2005,9,3520
14,House for sale,299900,77381,1492,6094,1981,7,1800
0,House for sale,312500,77375,1685,5750,2019,7,2139
4,House for sale,890000,77354,3899,11899,2020,6,4818
0,House for sale,499999,77354,2822,7684,2009,6,2834
0,House for sale,525000,77389,2828,7121,2011,8,2795
6,House for sale,515000,77354,2867,6581,2020,6,2799
10,House for sale,401000,77389,3062,16553,1979,6.7,2725
0,House for sale,649900,77389,3437,12247,1996,7,3116
2,House for sale,575000,77389,3562,13143,2003,7,2999
0,House for sale,662500,77389,4849,9445,2008,7,3336
3,House for sale,480000,77382,2368,8568,2005,9,2564
2,House for sale,479999,77389,2357,22207,1976,6.7,2166
5,House for sale,410000,77354,2098,8326,2020,6,2467
3,House for sale,850000,77375,3418,14890,2014,7.7,4152
0,House for sale,549900,77389,3404,8421,2007,8,2932
0,House for sale,330000,77381,1612,6907,1976,7,1845
0,House for sale,449900,77381,2612,7688,1990,8.8,2635
0,House for sale,520000,77389,3332,7800,2010,7,2932
38,House for sale,530000,77389,2454,9916,2012,8,2521
11,House for sale,625000,77389,3587,8400,2013,7,2999
0,House for sale,650000,77381,3101,10530,1992,8.8,3385
0,House for sale,849000,77389,3384,24903,1999,5,2999
0,House for sale,629900,77375,2203,8270,2013,7.7,2969
17,House for sale,436000,77389,2613,7978,2013,5,2498
0,House for sale,379000,77389,2574,10890,2005,6.7,2320
45,House for sale,328000,77375,1875,5500,2009,7.7,1999
0,House for sale,890000,77381,3681,10947,1991,8.5,4200
0,House for sale,385000,77375,2273,7163,2009,7.7,2199
11,House for sale,460000,77389,2632,12073,1977,5,2162
0,House for sale,595000,77354,3254,7919,2018,6,3499
26,House for sale,338000,77381,1740,7748,1984,7,2094
0,House for sale,606000,77382,3018,8118,2001,9,3377
0,House for sale,379500,77375,2152,23000,2005,7,879
34,House for sale,589000,77389,3158,8793,2001,6.7,2694
0,House for sale,479990,77354,2319,6873,2018,6,2699
0,House for sale,890000,77381,4121,18058,2000,8.8,4927
0,House for sale,599900,77382,3181,7992,2005,8.8,3060
14,House for sale,500000,77375,2444,8300,2015,7.7,2482
0,House for sale,435000,77389,3135,17088,1970,5,3211
0,House for sale,540000,77382,2471,6874,2002,8.8,2787
18,House for sale,575000,77389,2872,6380,2014,6.7,2799
0,House for sale,317900,77381,1330,7900,1982,7,1739
0,House for sale,535000,77375,2963,7346,2014,7.7,3191
5,House for sale,599000,77375,2580,6841,2012,7.7,2491
0,House for sale,694998,77382,3389,6600,2006,8.7,2896
0,House for sale,690000,77375,3488,7432,2015,7.7,3289
0,House for sale,425900,77389,2893,10500,2005,6.7,2664
59,House for sale,895000,77382,3444,8143,2004,9,5484
11,House for sale,875000,77375,3083,9671,2018,8,2630
18,House for sale,799000,77375,3630,21802,2013,7.7,4294
0,House for sale,699000,77375,3379,12136,2014,7.7,4072
0,House for sale,825000,77354,3670,87120,2006,6,7239
5,House for sale,499000,77381,2198,10595,1983,8.5,2499
2,House for sale,299900,77385,1492,55844,1980,6,1699
3,House for sale,290000,77386,1600,9969,2010,6,1848
5,House for sale,459000,77380,2748,9757,1978,6.8,2400
0,House for sale,350000,77386,2868,18218,1980,6,1990
3,House for sale,250000,77386,1411,6400,1984,6.3,1649
4,House for sale,699000,77386,4230,13405,2005,6.5,3500
6,House for sale,265000,77385,1201,12026,1974,6,1699
0,House for sale,260000,77386,1631,4725,2007,6,1834
4,House for sale,749990,77380,2836,12914,1983,6.8,3352
3,House for sale,375000,77386,2906,8652,1992,6.5,2266
4,House for sale,355000,77386,2243,5816,1996,6.5,2047
2,House for sale,899000,77380,2066,11102,1975,7,2044
4,House for sale,425000,77389,3022,7468,2014,4.7,2799
0,House for sale,300000,77386,2074,4584,2007,6,1930
0,House for sale,285500,77380,1333,6301,1982,7,1985
3,House for sale,335000,77386,2455,7200,1995,6.5,2145
0,House for sale,330000,77386,1599,5040,2014,6,2184
0,House for sale,364900,77380,2437,12000,1970,7,2404
4,House for sale,389000,77386,2960,9601,2003,6.3,2350
4,House for sale,288000,77380,1404,6216,1983,7,1695
3,House for sale,319900,77380,1406,8432,1972,6.5,1749
6,House for sale,315000,77386,2235,7200,1992,6.5,1999
12,House for sale,700000,77380,3254,12098,1978,6.8,4336
2,House for sale,725000,77380,3286,18677,1984,7,3747
3,House for sale,339000,77386,1999,7800,2000,6.5,1849
5,House for sale,279900,77386,1812,6900,1994,6.5,1866
4,House for sale,399000,77386,2868,9521,1992,6.5,2318
3,House for sale,688000,77380,3008,3567,2016,7,4063
0,House for sale,239000,77373,1551,6000,2005,5.8,1699
25,House for sale,850000,77385,3526,217277,2006,6,1918
10,House for sale,269000,77380,1084,7173,1977,7,1526
0,House for sale,325000,77380,2117,12000,1970,7,2413
17,House for sale,325000,77381,1790,7316,1982,7,2013
4,House for sale,379900,77386,2830,8944,2004,6.5,2068
40,House for sale,295000,77386,2004,7200,1996,6.5,1900
11,House for sale,330000,77386,2126,10569,2003,6.3,2149
0,House for sale,580000,77381,3043,10068,2002,6.8,3286
0,House for sale,515000,77385,3092,8113,2017,6.5,2618
0,House for sale,550000,77380,1968,5500,1977,6.8,1999
25,House for sale,500000,77381,2030,8816,1982,8,2199
0,House for sale,744000,77380,2892,10190,1977,6.8,4333
3,House for sale,315000,77386,1909,5465,2003,6,1749
25,House for sale,327000,77380,1666,7075,1983,7,1999
16,House for sale,547890,77382,2609,8512,1996,8.5,2458
0,House for sale,450000,77380,1930,8400,1978,6.8,2044
0,House for sale,525000,77385,3078,8736,2016,6.5,2592
39,House for sale,825000,77381,3094,8671,2006,6.8,4310
12,House for sale,420000,77380,1623,8295,1978,6.8,1859
18,House for sale,269900,77386,1521,6621,1985,6.5,1695
0,House for sale,349999,77380,2242,11250,1972,7,2442
0,House for sale,370000,77380,2138,10044,1975,6.8,2288
0,House for sale,399950,77380,2400,9729,1973,6.8,2021
0,House for sale,475000,77385,2960,5750,2014,6.5,2497
0,House for sale,328000,77380,1686,9603,1980,7,1849
0,House for sale,699800,77384,3229,5539,2019,6.8,3037
18,House for sale,450000,77386,2283,25526,1997,6,1995
18,House for sale,525000,77385,2402,87120,1950,6,2028
0,House for sale,339900,77385,1939,11176,1970,6.3,1984
0,House for sale,345000,77386,1586,7200,1980,6.5,1800
137,House for sale,700000,77385,2584,23697,2003,6,5956
0,House for sale,311000,77373,2570,8197,2002,5.8,2188
0,House for sale,420000,77386,1914,18000,1972,6.5,1849
0,House for sale,597900,77386,4911,11532,2008,6.5,3659
0,House for sale,440000,77385,2188,6000,2017,6.5,1907
7,House for sale,345000,77386,2210,7229,2006,6.5,1999
104,House for sale,575000,77386,3213,13812,1970,6,2468
10,House for sale,619000,77386,3130,55110,1982,6,3499
9,House for sale,650000,77380,2212,23982,1969,6.8,2174
0,House for sale,845000,77380,3295,31250,1970,6.8,2180
3,House for sale,180000,77365,1842,30958,1974,4,1623
10,House for sale,370500,77386,2829,10886,2013,7,2425
4,House for sale,384990,77386,2145,7069,2017,7,2350
0,House for sale,899000,77386,3782,44044,2002,7.3,4936
0,House for sale,270000,77386,1788,5029,2007,7.3,1795
4,House for sale,399000,77386,2498,7057,2016,7.3,2540
0,House for sale,579900,77386,4266,10374,2004,6.5,3133
0,House for sale,499000,77386,3501,9023,2006,6.5,2594
3,House for sale,599000,77386,3593,7492,2015,7,2795
0,House for sale,699000,77385,3078,43560,1998,6,3023
10,House for sale,295000,77386,1887,6473,2005,6.5,1800
0,House for sale,479000,77386,3588,11180,2005,6.5,2664
4,House for sale,665000,77385,3831,11222,2020,6.5,3310
3,House for sale,449000,77386,3002,10492,2009,7,2518
0,House for sale,510000,77386,3098,6571,2015,6.5,2619
4,House for sale,460000,77386,2880,7272,2018,7.3,2304
4,House for sale,406999,77386,2860,13693,2006,6.5,2350
4,House for sale,395000,77386,2676,6001,2018,7.3,1812
4,House for sale,432000,77386,2561,6472,2010,6.5,2244
5,House for sale,250000,77386,1625,4410,2008,7.3,1834
0,House for sale,474000,77386,3103,6916,2014,6.5,2549
0,House for sale,559000,77386,3293,11982,2016,7,2827
0,House for sale,299850,77386,1728,5250,2009,7.3,1794
0,House for sale,677000,77302,4362,49889,1980,4,3704
0,House for sale,480000,77386,3100,6781,2016,6.5,2599
0,House for sale,545900,77386,3412,7104,2013,6.8,2577
8,House for sale,569995,77386,4374,9698,2007,6.5,2815
3,House for sale,350000,77386,2848,5480,2006,7.3,2300
0,House for sale,749000,77386,3950,10049,2012,6.8,3223
14,House for sale,239000,77386,1108,12260,2009,7.3,1500
0,House for sale,380000,77386,2540,6257,2014,7,2345
0,House for sale,785000,77386,4171,8360,2018,7.3,3784
0,House for sale,280000,77386,1907,5540,2002,6,1723
0,House for sale,405000,77386,2898,5878,2003,6.5,2295
0,House for sale,289000,77386,1315,6000,2005,7.3,1584
14,House for sale,695000,77302,1945,217800,1966,4,1350
0,House for sale,315000,77386,1588,6578,2005,7.3,1695
6,House for sale,450000,77386,1999,7271,2004,6.5,1900
11,House for sale,435000,77386,2899,7862,2008,7,2353
0,House for sale,425000,77386,2938,9138,2011,6.5,2402
33,House for sale,479000,77386,3363,7134,2013,6.5,2624
11,House for sale,349000,77386,1978,7874,2006,6.5,1849
0,House for sale,500000,77386,3358,6907,2015,6.8,2687
18,House for sale,284900,77386,1764,6998,1993,6,1745
11,House for sale,489900,77386,3187,9138,2008,6.5,2595
0,House for sale,475000,77386,3521,8591,2006,6.5,2595
0,House for sale,189900,77357,4292,33541,1967,4.7,4200
0,House for sale,225500,77365,2712,43560,1974,4.8,1575
12,House for sale,285000,77357,1672,43560,1975,5,1550
0,House for sale,280000,77365,1964,7868,2014,5.4,1849
2,House for sale,255000,77365,1514,5400,1996,5.7,1662
0,House for sale,299999,77365,2592,5355,1996,5.7,2217
2,House for sale,675000,77365,2791,54450,2018,6,3336
69,House for sale,549000,77357,1833,88383,2002,4.4,1474
0,House for sale,255000,77365,1920,6877,2005,5.7,1724
5,House for sale,215000,77365,1885,11200,1978,5.4,1665
4,House for sale,575000,77357,2886,96268,2005,4.5,3638
0,House for sale,315000,77357,3212,220414,1944,4,1416
8,House for sale,315000,77365,2310,7426,2017,5.4,2167
0,House for sale,339280,77365,2850,7349,2007,5.7,1849
0,House for sale,499900,77357,3717,14488,2018,4.7,2057
0,House for sale,290000,77357,2598,53579,1968,4.7,2270
0,House for sale,277000,77357,984,8113,1983,4.4,1895
124,House for sale,265000,77357,1413,67080,1987,4,1567
0,House for sale,91500,77357,1600,27007,1968,4,1494
0,House for sale,389900,77365,1831,19800,1978,6,1812
39,House for sale,310000,77365,1995,5288,2018,5.4,1938
0,House for sale,325000,77365,1877,22020,1988,6,1627
0,House for sale,649999,77357,3407,92434,2005,4.4,3259
0,House for sale,559900,77357,2299,217800,1999,4.5,2933
0,House for sale,335000,77357,2250,5108,2018,4.7,1575
58,House for sale,265000,77365,1010,20500,1960,4.8,1183
0,House for sale,575000,77357,3911,7800,2015,4.7,3469
56,House for sale,799000,77357,2071,72309,1986,4,1575
94,House for sale,896000,77302,1232,43560,2005,4,3105
0,House for sale,330000,77357,1652,19600,1968,4,1399
0,House for sale,197000,77357,1248,11700,1975,4.4,1674
0,House for sale,125000,77357,1120,20000,2012,4,1503
10,House for sale,375000,77372,1921,120000,1968,4,1550
0,House for sale,309000,77357,1772,33818,1976,4,1550
0,House for sale,222000,77357,2004,33323,1983,4.7,1690
0,House for sale,580000,77357,2741,60112,1977,4,1562
3,House for sale,279900,77357,1864,39375,1970,4.7,1599
3,House for sale,249900,77357,1550,8400,1977,4,1548
6,House for sale,374900,77357,2340,20000,1973,4,2027
0,House for sale,625000,77357,3510,40000,2002,4,2885
22,House for sale,313000,77357,1916,22291,1974,4,1642
24,House for sale,220000,77336,1376,43560,1991,4.7,1599
12,House for sale,499900,77336,2397,72500,2001,4.7,2209
3,House for sale,499000,77372,2666,49658,2020,3.7,2767
0,House for sale,514900,77357,3283,29368,1975,4,1562
0,House for sale,129000,77357,784,10275,1984,4.7,1025
4,House for sale,429900,77357,3324,6600,2015,4.7,2697
10,House for sale,480000,77372,2367,52708,2015,3.7,1474
0,House for sale,209990,77357,1336,32040,1970,7.7,1429
6,House for sale,549990,77357,3165,7800,2016,4.7,2594
27,House for sale,304900,77357,1886,6189,2018,4.7,2058
0,House for sale,499900,77372,2619,55321,2015,3.7,2575
0,House for sale,385000,77357,2460,7096,2015,4.7,2282
10,House for sale,449900,77357,3503,8232,2016,4.7,1959
0,House for sale,420000,77357,2973,6600,2015,4.7,2190
91,House for sale,749900,77336,2160,443876,1994,4.7,3536
0,House for sale,569900,77372,2948,53143,2018,3.7,3066
166,House for sale,70000,77336,768,87120,1940,4.7,975
56,House for sale,530000,77372,2460,74923,2016,3.7,2283
14,New construction,899999,77372,5708,50530,2019,3.7,6154
33,House for sale,529000,77357,1680,79279,1982,4,1496
2,House for sale,449000,77327,1476,165964,2020,3.2,2578
0,House for sale,185000,77327,1904,20038,2017,3.2,1325
0,House for sale,285000,77327,2121,19602,2020,3.2,2100
14,House for sale,459500,77357,960,108900,1996,3.2,1325
6,House for sale,265000,77535,1430,50530,1975,3.6,1500
0,House for sale,439990,77535,2409,104544,1998,3.6,1585
0,House for sale,350000,77535,1966,86684,1979,3.6,1699
0,House for sale,390000,77535,1634,108900,2009,3.6,1820
14,House for sale,419000,77535,2724,33498,2019,3.6,2663
60,House for sale,450000,77484,1810,116989,1994,5.4,1516
203,House for sale,386999,77484,2224,119790,1989,5.4,2345
0,House for sale,525000,77484,1493,85299,1961,5.4,1674
0,House for sale,500000,77484,1976,444312,1999,2.4,1391
0,House for sale,220000,77447,1466,5005,2014,5.4,1699
3,House for sale,249000,77447,1466,4950,2013,5.4,1707
0,House for sale,284900,77447,2145,4400,2011,5.4,2199
51,House for sale,790000,77484,2366,261360,1996,6,3986
3,House for sale,192000,77447,1334,46347,1989,6,1499
2,House for sale,250000,77429,2100,5069,2005,8,1924
25,House for sale,339900,77429,2446,5824,2014,8.4,2392
0,House for sale,490000,77377,1782,46378,2003,6.8,2223
4,House for sale,680000,77433,4106,12066,1999,8,3274
3,House for sale,525000,77433,3516,10715,1997,8,2796
0,House for sale,399999,77447,2941,13874,2014,6,2849
0,House for sale,365000,77447,1781,11725,2018,5.4,2049
5,House for sale,259000,77429,1296,4600,2004,8,1575
0,House for sale,329900,77447,2099,8083,2015,6,2300
3,House for sale,719990,77377,2496,57935,2002,6.8,3103
3,House for sale,334900,77447,2216,6331,2015,6,2324
3,House for sale,280000,77447,1416,6987,2017,6,1749
11,House for sale,430000,77447,2713,8828,2018,5.4,2499
12,House for sale,493400,77377,2923,47925,1996,6.8,2978
4,House for sale,264900,77447,1222,4811,2019,6,1544
27,House for sale,309000,77447,2261,8163,2017,6,2316
3,House for sale,399900,77433,2683,5500,2010,8,2295
0,House for sale,464995,77377,3163,8653,2018,6.8,2777
18,House for sale,449900,77433,3350,14751,1999,8,2575
0,House for sale,474990,77433,3396,5500,2013,8,2813
2,House for sale,295000,77447,1486,5042,2019,6,1895
0,House for sale,695000,77433,4331,12475,2012,8,3794
0,House for sale,355000,77447,2016,6624,2020,5.4,2258
17,House for sale,574900,77433,3300,8750,2003,8,2747
3,House for sale,324900,77447,2596,5625,2020,6,2495
0,House for sale,250000,77447,1504,5017,2019,6,1694
3,House for sale,440000,77377,2696,7920,2020,6.8,1957
4,House for sale,270000,77447,1448,6075,2020,6,1699
4,House for sale,359900,77433,2139,7090,2002,8,2300
0,House for sale,305000,77433,1569,6000,2007,7.5,1848
26,House for sale,795500,77377,2845,52006,1983,6.8,2414
0,House for sale,815000,77433,4558,12190,2015,8,4292
0,House for sale,574000,77433,3803,11266,2000,8,3123
0,House for sale,549000,77433,3963,10061,2004,8,3617
0,House for sale,289900,77447,2064,5500,2016,6,2330
0,House for sale,799000,77433,3952,30600,2006,8,4471
0,House for sale,490000,77433,3274,6537,2013,8,2849
11,House for sale,550000,77377,3178,8857,2020,6.8,1963
0,House for sale,369990,77447,2528,6532,2018,5.4,2400
0,House for sale,581000,77433,4180,12560,1998,8,3330
0,House for sale,502000,77377,3350,8055,2018,6.8,2969
6,House for sale,399900,77433,2540,9939,2000,7.5,2452
0,House for sale,315000,77447,1810,9583,2017,6,1998
0,House for sale,420000,77447,3499,7051,2020,5.4,2746
0,House for sale,349000,77447,1838,16697,2015,6,1998
10,House for sale,370000,77433,2009,8173,2004,8,2245
0,House for sale,437000,77433,1566,29160,1991,8,1855
0,House for sale,440000,77377,2677,13330,2020,6.8,2395
7,House for sale,365000,77447,2093,7499,2019,6,2059
10,House for sale,349900,77447,2696,6181,2017,6,2458
36,House for sale,840000,77377,2703,100188,2002,6.8,3932
0,House for sale,386000,77447,2562,7200,2019,6,2495
4,House for sale,560000,77377,2616,30884,2014,6.8,2429
